# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	106392	107756	+	CCC77674.1			amino acid/polyamine transport protein, APC family			lp_0120	1365	454	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	107856	108563	+							lp_0121	708		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	107856	108563	+	CCC77675.1			hypothetical protein			lp_0121	708	235	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	108588	109370	+							lp_0122	783		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	108588	109370	+	CCC77676.1			alpha-beta hydrolase superfamily			lp_0122	783	260	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	109566	112304	-					pacL1		lp_0124	2739		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	109566	112304	-	CCC77677.1			cation transporting P-type ATPase	pacL1		lp_0124	2739	912	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	112589	113347	+							lp_0125	759		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	112589	113347	+	CCC77678.1			purine nucleoside phosphorylase			lp_0125	759	252	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	113390	113584	-							lp_0126	195		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	113390	113584	-	CCC77679.1			stress-responsive transcription regulator			lp_0126	195	64	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	113650	114252	-							lp_0127	603		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	113650	114252	-	CCC77680.1			NADPH-dependent FMN reductase family protein			lp_0127	603	200	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	114365	114838	+							lp_0128	474		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	114365	114838	+	CCC77681.1			transcription regulator, MarR family			lp_0128	474	157	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	114984	115406	+					hsp1		lp_0129	423		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	114984	115406	+	CCC77682.1			small heat shock protein	hsp1		lp_0129	423	140	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	115494	115949	-							lp_0130	456		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	115494	115949	-	CCC77683.1			two-component system sensor protein			lp_0130	456	151	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	115946	116452	-							lp_0131	507		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	115946	116452	-	CCC77684.1			two-component system response regulator			lp_0131	507	168	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	116619	117851	+							lp_0132	1233		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	116619	117851	+	CCC77685.1			multidrug-efflux transporter, major facilitator superfamily (MFS)			lp_0132	1233	410	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	117876	118241	+							lp_0133	366		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	117876	118241	+	CCC77686.1			transcription regulator, ArsR family			lp_0133	366	121	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	118306	119499	+							lp_0134	1194		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	118306	119499	+	CCC77687.1			transport protein, major facilitator superfamily (MFS)			lp_0134	1194	397	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	119743	120591	+							lp_0136	849		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	119743	120591	+	CCC77688.1			2,5 diketo-D-gluconic acid-like reductase,NADP dependent, promiscuous			lp_0136	849	282	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	120668	121540	+							lp_0137	873		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	120668	121540	+	CCC77689.1			aldo/keto reductase family protein			lp_0137	873	290	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	121661	122116	+							lp_0138	456		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	121661	122116	+	CCC77690.1			nucleoside 2-deoxyribosyltransferase			lp_0138	456	151	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	122436	124130	+					lai		lp_0139	1695		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	122436	124130	+	CCC77691.1			linoleic acid isomerase	lai		lp_0139	1695	564	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	124302	125114	-							lp_0141	813		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	124302	125114	-	CCC77692.1			extracellular protein			lp_0141	813	270	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	125380	126897	+							lp_0145	1518		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	125380	126897	+	CCC77693.1			hypothetical protein			lp_0145	1518	505	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	126966	128075	-							lp_0146	1110		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	126966	128075	-	CCC77694.1			NADH:flavin oxidoreductase/NADH oxidase			lp_0146	1110	369	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	128326	129165	-							lp_0148	840		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	128326	129165	-	CCC77695.1			cobalt (or cobalamine) ABC transporter,permease protein			lp_0148	840	279	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	129167	130867	-							lp_0149	1701		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	129167	130867	-	CCC77696.1			cobalt (or cobalamine) ABC transporter,ATP-binding protein			lp_0149	1701	566	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	130872	131432	-							lp_0150	561		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	130872	131432	-	CCC77697.1			cobalt (or cobalamine) ABC transporter,accessory protein			lp_0150	561	186	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	132040	132756	+							lp_0152	717		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	132040	132756	+	CCC77698.1			transcription regulator, GntR family			lp_0152	717	238	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	132901	133230	+							lp_0154	330		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	132901	133230	+	CCC77699.1			transcription regulator, PadR family			lp_0154	330	109	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	133259	134044	+							lp_0155	786		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	133259	134044	+	CCC77700.1			hypothetical protein			lp_0155	786	261	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	134069	134881	+							lp_0156	813		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	134069	134881	+	CCC77701.1			hypothetical protein			lp_0156	813	270	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	135213	135704	+							lp_0158	492		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	135213	135704	+	CCC77702.1			hypothetical protein			lp_0158	492	163	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	135873	136667	+							lp_0159	795		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	135873	136667	+	CCC77703.1			short-chain dehydrogenase/oxidoreductase			lp_0159	795	264	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	136930	137847	+							lp_0160	918		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	136930	137847	+	CCC77704.1			ABC transporter, ATP-binding protein			lp_0160	918	305	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	137853	139469	+							lp_0161	1617		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	137853	139469	+	CCC77705.1			ABC transporter, permease protein			lp_0161	1617	538	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	139488	140150	+							lp_0162	663		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	139488	140150	+	CCC77706.1			transcription regulator, TetR family			lp_0162	663	220	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	140318	141859	+							lp_0163	1542		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	140318	141859	+	CCC77707.1			acyl-CoA dehydrogenase domain protein			lp_0163	1542	513	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	142032	142544	-							lp_0164	513		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	142032	142544	-	CCC77708.1			hypothetical membrane protein, DUF1393 family			lp_0164	513	170	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	142774	143292	+							lp_0165	519		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	142774	143292	+	CCC77709.1			transcription regulator, TetR family			lp_0165	519	172	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	143289	144278	-					dak1A		lp_0166	990		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	143289	144278	-	CCC77710.1			dihydroxyacetone phosphotransferase,dihydroxyacetone binding sub-unit	dak1A		lp_0166	990	329	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	144440	145438	+					dak1B		lp_0168	999		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	144440	145438	+	CCC77711.1			dihydroxyacetone phosphotransferase,dihydroxyacetone binding subunit	dak1B		lp_0168	999	332	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	145452	146033	+					dak2		lp_0169	582		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	145452	146033	+	CCC77712.1			dihydroxyacetone phosphotransferase,ADP-binding subunit	dak2		lp_0169	582	193	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	146030	146398	+					dak3		lp_0170	369		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	146030	146398	+	CCC77713.1			dihydroxyacetone phosphotransferase, phosphoryl donor protein	dak3		lp_0170	369	122	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	146413	147120	+					dhaP		lp_0171	708		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	146413	147120	+	CCC77714.1			dihydroxyacetone transport protein	dhaP		lp_0171	708	235	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	147271	148290	+							lp_0172	1020		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	147271	148290	+	CCC77715.1			transcription regulator, LacI family,maltose-related			lp_0172	1020	339	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	148314	149276	+							lp_0173	963		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	148314	149276	+	CCC77716.1			transcription regulator, LacI family, maltose related			lp_0173	963	320	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	149293	150966	+					malA1		lp_0174	1674		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	149293	150966	+	CCC77717.1			maltase/sucrase	malA1		lp_0174	1674	557	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	151222	152475	+					mdxE		lp_0175	1254		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	151222	152475	+	CCC77718.1			maltodextrin ABC transporter, substrate binding protein	mdxE		lp_0175	1254	417	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	152585	153874	+					mdxF		lp_0176	1290		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	152585	153874	+	CCC77719.1			maltodextrin ABC transporter, permease protein	mdxF		lp_0176	1290	429	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	153879	154763	+					mdxG		lp_0177	885		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	153879	154763	+	CCC77720.1			maltodextrin ABC transporter, permease protein	mdxG		lp_0177	885	294	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	154791	155621	+							lp_0178	831		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	154791	155621	+	CCC77721.1			maltodextrin ABC transporter, accessory protein			lp_0178	831	276	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	155655	156977	+					malS		lp_0179	1323		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	155655	156977	+	CCC77722.1			alpha-amylase, maltodextrins and cyclomaltodextrins	malS		lp_0179	1323	440	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	157079	158185	+					msmX		lp_0180	1107		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	157079	158185	+	CCC77723.1			maltodextrin ABC transporter, ATP-binding protein	msmX		lp_0180	1107	368	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	158212	160482	+					mapB		lp_0181	2271		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	158212	160482	+	CCC77724.1			maltose phosphorylase	mapB		lp_0181	2271	756	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	160696	163542	-							lp_0182	2847		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	160696	163542	-	CCC77725.1			endo-beta-N-acetylglucosaminidase			lp_0182	2847	948	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	164129	164401	+							lp_0183	273		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	164129	164401	+	CCC77726.1			hypothetical membrane protein			lp_0183	273	90	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	164479	165345	-					sacK1		lp_0184	867		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	164479	165345	-	CCC77727.1			fructokinase	sacK1		lp_0184	867	288	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	165479	167434	-					pts1BCA		lp_0185	1956		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	165479	167434	-	CCC77728.1			PTS system, oligosucrose-specific EIIBCA component	pts1BCA		lp_0185	1956	651	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	167690	169195	+					scrB		lp_0187	1506		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	167690	169195	+	CCC77729.1			sucrose-6-phosphate hydrolase	scrB		lp_0187	1506	501	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	169176	170156	+					scrR		lp_0188	981		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	169176	170156	+	CCC77730.1			oligosucrose operon repressor	scrR		lp_0188	981	326	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	170177	171853	+							lp_0189	1677		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	170177	171853	+	CCC77731.1			raffinose-6-phosphate hydrolase & stachyose-6-phosphate hydrolase			lp_0189	1677	558	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	172010	172924	-							lp_0190	915		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	172010	172924	-	CCC77732.1			medium chain dehydrogenases/reductase (MDR)/zinc-dependent alcohol dehydrogenase-like family protein			lp_0190	915	304	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	173145	174545	-					nha1		lp_0192	1401		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	173145	174545	-	CCC77733.1			tyrosine-related transport protein, NHAC family	nha1		lp_0192	1401	466	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	175091	176764	+							lp_0193	1674		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	175091	176764	+	CCC77734.1			exo alfa-1,4-glucosidase or trehalase			lp_0193	1674	557	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	176964	177878	-							lp_0194	915		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	176964	177878	-	CCC77735.1			transcription regulator, LysR family			lp_0194	915	304	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	178865	181885	+							lp_0197	3021		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	178865	181885	+	CCC77736.1			cell surface protein precursor, LPXTG-motif cell wall anchor			lp_0197	3021	1006	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	182176	183018	-							lp_0199	843		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	182176	183018	-	CCC77737.1			transcription regulator, Xre family			lp_0199	843	280	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	183206	184867	-							lp_0200	1662		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	183206	184867	-	CCC77738.1			ABC transporter, substrate binding protein			lp_0200	1662	553	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	185073	186734	-							lp_0201	1662		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	185073	186734	-	CCC77739.1			ABC transporter, substrate binding protein			lp_0201	1662	553	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	186887	187330	-							lp_0202	444		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	186887	187330	-	CCC77740.1			acetyltransferase, GNAT family			lp_0202	444	147	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	187327	188505	-					serA		lp_0203	1179		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	187327	188505	-	CCC77741.1			D-3-phosphoglycerate dehydrogenase	serA		lp_0203	1179	392	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	188521	189594	-					serC		lp_0204	1074		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	188521	189594	-	CCC77742.1			phosphoserine aminotransferase	serC		lp_0204	1074	357	
