# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	92098	92763	-	WP_003641710.1	WP_003641710.1		Crp/Fnr family transcriptional regulator			LP_RS00405	666	221	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	93016	94290	+					larA		LP_RS00410	1275		old_locus_tag=lp_0104
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	93016	94290	+	WP_011100883.1	WP_011100883.1		nickel-dependent lactate racemase	larA		LP_RS00410	1275	424	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	94292	95032	+					larB		LP_RS00415	741		old_locus_tag=lp_0105
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	94292	95032	+	WP_011100884.1	WP_011100884.1		nickel pincer cofactor biosynthesis protein LarB	larB		LP_RS00415	741	246	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	95063	95854	+							LP_RS16005	792		old_locus_tag=lp_0106
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	95063	95854	+	WP_003641713.1	WP_003641713.1		LarC family nickel insertion protein			LP_RS16005	792	263	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	95893	96324	+							LP_RS16010	432		old_locus_tag=lp_0107
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	95893	96324	+	WP_003641714.1	WP_003641714.1		DUF111 family protein			LP_RS16010	432	143	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	96329	97045	+							LP_RS00430	717		old_locus_tag=lp_0108
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	96329	97045	+	WP_003643656.1	WP_003643656.1		aquaporin family protein			LP_RS00430	717	238	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	97070	97900	+					larE		LP_RS00435	831		old_locus_tag=lp_0109
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	97070	97900	+	WP_003641716.1	WP_003641716.1		ATP-dependent sacrificial sulfur transferase LarE	larE		LP_RS00435	831	276	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	98100	99077	-							LP_RS00440	978		old_locus_tag=lp_0111
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	98100	99077	-	WP_011100885.1	WP_011100885.1		zinc-binding dehydrogenase			LP_RS00440	978	325	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	99433	100224	+					thiM		LP_RS00445	792		old_locus_tag=lp_0113
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	99433	100224	+	WP_011100886.1	WP_011100886.1		hydroxyethylthiazole kinase	thiM		LP_RS00445	792	263	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	100250	101074	+					thiD		LP_RS00450	825		old_locus_tag=lp_0114
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	100250	101074	+	WP_003646310.1	WP_003646310.1		bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	thiD		LP_RS00450	825	274	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	101064	101717	+					thiE		LP_RS00455	654		old_locus_tag=lp_0115
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	101064	101717	+	WP_011100887.1	WP_011100887.1		thiamine phosphate synthase	thiE		LP_RS00455	654	217	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	101717	102916	+					cytX		LP_RS00460	1200		old_locus_tag=lp_0116
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	101717	102916	+	WP_011100888.1	WP_011100888.1		putative hydroxymethylpyrimidine transporter CytX	cytX		LP_RS00460	1200	399	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	102998	103738	+							LP_RS00465	741		old_locus_tag=lp_0117
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	102998	103738	+	WP_011100889.1	WP_011100889.1		gamma-glutamyl-gamma-aminobutyrate hydrolase family protein			LP_RS00465	741	246	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	103981	105573	+							LP_RS00470	1593		old_locus_tag=lp_0118
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	103981	105573	+	WP_011100890.1	WP_011100890.1		HIRAN domain-containing protein			LP_RS00470	1593	530	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	105689	106159	-							LP_RS00475	471		old_locus_tag=lp_0119
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	105689	106159	-	WP_011100891.1	WP_011100891.1		NUDIX hydrolase			LP_RS00475	471	156	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	106392	107756	+							LP_RS00480	1365		old_locus_tag=lp_0120
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	106392	107756	+	WP_003641725.1	WP_003641725.1		amino acid permease			LP_RS00480	1365	454	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	107856	108563	+							LP_RS00485	708		old_locus_tag=lp_0121
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	107856	108563	+	WP_011100892.1	WP_011100892.1		hypothetical protein			LP_RS00485	708	235	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	108588	109370	+							LP_RS00490	783		old_locus_tag=lp_0122
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	108588	109370	+	WP_011100893.1	WP_011100893.1		alpha/beta hydrolase			LP_RS00490	783	260	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	109566	112304	-							LP_RS00495	2739		old_locus_tag=lp_0124
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	109566	112304	-	WP_011100894.1	WP_011100894.1		cation-transporting P-type ATPase			LP_RS00495	2739	912	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	112589	113347	+							LP_RS00500	759		old_locus_tag=lp_0125
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	112589	113347	+	WP_011100895.1	WP_011100895.1		nucleoside phosphorylase			LP_RS00500	759	252	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	113390	113584	-							LP_RS00505	195		old_locus_tag=lp_0126
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	113390	113584	-	WP_003641730.1	WP_003641730.1		PspC domain-containing protein			LP_RS00505	195	64	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	113650	114252	-							LP_RS00510	603		old_locus_tag=lp_0127
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	113650	114252	-	WP_011100896.1	WP_011100896.1		NAD(P)H-dependent oxidoreductase			LP_RS00510	603	200	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	114365	114838	+							LP_RS00515	474		old_locus_tag=lp_0128
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	114365	114838	+	WP_011100897.1	WP_011100897.1		MarR family transcriptional regulator			LP_RS00515	474	157	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	114984	115406	+							LP_RS00520	423		old_locus_tag=lp_0129
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	114984	115406	+	WP_011100898.1	WP_011100898.1		Hsp20/alpha crystallin family protein			LP_RS00520	423	140	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	115494	115949	-							LP_RS00525	456		old_locus_tag=lp_0130
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	115494	115949	-	WP_011100899.1	WP_011100899.1		DUF3021 domain-containing protein			LP_RS00525	456	151	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	115946	116344	-							LP_RS00530	399		old_locus_tag=lp_0131
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	115946	116344	-	WP_223843865.1	WP_223843865.1		LytTR family transcriptional regulator			LP_RS00530	399	132	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	116619	117851	+							LP_RS00535	1233		old_locus_tag=lp_0132
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	116619	117851	+	WP_003643663.1	WP_003643663.1		MFS transporter			LP_RS00535	1233	410	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	117942	118241	+							LP_RS00540	300		old_locus_tag=lp_0133
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	117942	118241	+	WP_176699227.1	WP_176699227.1		metalloregulator ArsR/SmtB family transcription factor			LP_RS00540	300	99	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	118306	119499	+							LP_RS00545	1194		old_locus_tag=lp_0134
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	118306	119499	+	WP_003641738.1	WP_003641738.1		MFS transporter			LP_RS00545	1194	397	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	119743	120591	+							LP_RS00550	849		old_locus_tag=lp_0136
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	119743	120591	+	WP_003646328.1	WP_003646328.1		aldo/keto reductase			LP_RS00550	849	282	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	120668	121540	+							LP_RS00555	873		old_locus_tag=lp_0137
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	120668	121540	+	WP_003646329.1	WP_003646329.1		aldo/keto reductase			LP_RS00555	873	290	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	121661	122116	+							LP_RS00560	456		old_locus_tag=lp_0138
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	121661	122116	+	WP_003646330.1	WP_003646330.1		nucleoside 2-deoxyribosyltransferase			LP_RS00560	456	151	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	122436	124130	+							LP_RS00565	1695		old_locus_tag=lp_0139
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	122436	124130	+	WP_003641742.1	WP_003641742.1		oleate hydratase			LP_RS00565	1695	564	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	124302	125114	-							LP_RS00570	813		old_locus_tag=lp_0141
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	124302	125114	-	WP_003641743.1	WP_003641743.1		hypothetical protein			LP_RS00570	813	270	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	125380	126897	+							LP_RS00575	1518		old_locus_tag=lp_0145
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	125380	126897	+	WP_011100902.1	WP_011100902.1		hypothetical protein			LP_RS00575	1518	505	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	126966	128075	-							LP_RS00580	1110		old_locus_tag=lp_0146
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	126966	128075	-	WP_003641745.1	WP_003641745.1		NADH-dependent flavin oxidoreductase			LP_RS00580	1110	369	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	128326	129165	-							LP_RS00585	840		old_locus_tag=lp_0148
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	128326	129165	-	WP_003641746.1	WP_003641746.1		energy-coupling factor transporter transmembrane protein EcfT			LP_RS00585	840	279	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	129167	130867	-							LP_RS00590	1701		old_locus_tag=lp_0149
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	129167	130867	-	WP_011100903.1	WP_011100903.1		ABC transporter ATP-binding protein			LP_RS00590	1701	566	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	130872	131432	-							LP_RS00595	561		old_locus_tag=lp_0150
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	130872	131432	-	WP_003641748.1	WP_003641748.1		ECF-type riboflavin transporter substrate-binding protein			LP_RS00595	561	186	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	131511	131678	-							LP_RS00600	168		
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	131511	131678	-	WP_003646335.1	WP_003646335.1		hypothetical protein			LP_RS00600	168	55	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	132004	132756	+							LP_RS00605	753		old_locus_tag=lp_0152
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	132004	132756	+	WP_003641749.1	WP_003641749.1		GntR family transcriptional regulator			LP_RS00605	753	250	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	132901	133230	+							LP_RS00610	330		old_locus_tag=lp_0154
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	132901	133230	+	WP_003641750.1	WP_003641750.1		helix-turn-helix transcriptional regulator			LP_RS00610	330	109	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	133259	134044	+							LP_RS00615	786		old_locus_tag=lp_0155
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	133259	134044	+	WP_011100905.1	WP_011100905.1		hypothetical protein			LP_RS00615	786	261	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	134069	134881	+							LP_RS00620	813		old_locus_tag=lp_0156
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	134069	134881	+	WP_011100906.1	WP_011100906.1		hypothetical protein			LP_RS00620	813	270	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	135213	135704	+							LP_RS00625	492		old_locus_tag=lp_0158
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	135213	135704	+	WP_003641754.1	WP_003641754.1		hypothetical protein			LP_RS00625	492	163	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	135873	136667	+							LP_RS00630	795		old_locus_tag=lp_0159
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	135873	136667	+	WP_003641755.1	WP_003641755.1		SDR family oxidoreductase			LP_RS00630	795	264	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	136930	137847	+							LP_RS00635	918		old_locus_tag=lp_0160
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	136930	137847	+	WP_011100907.1	WP_011100907.1		ABC transporter ATP-binding protein			LP_RS00635	918	305	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	137853	139469	+							LP_RS00640	1617		old_locus_tag=lp_0161
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	137853	139469	+	WP_011100908.1	WP_011100908.1		ABC transporter permease			LP_RS00640	1617	538	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	139488	140150	+							LP_RS00645	663		old_locus_tag=lp_0162
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	139488	140150	+	WP_003641758.1	WP_003641758.1		TetR/AcrR family transcriptional regulator			LP_RS00645	663	220	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	140318	141859	+							LP_RS00650	1542		old_locus_tag=lp_0163
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	140318	141859	+	WP_003641759.1	WP_003641759.1		FAD-binding protein			LP_RS00650	1542	513	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	142032	142544	-							LP_RS00655	513		old_locus_tag=lp_0164
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	142032	142544	-	WP_003641760.1	WP_003641760.1		folate family ECF transporter S component			LP_RS00655	513	170	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	142774	143292	+					dhaS		LP_RS00660	519		old_locus_tag=lp_0165
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	142774	143292	+	WP_003641761.1	WP_003641761.1		dihydroxyacetone kinase transcriptional activator DhaS	dhaS		LP_RS00660	519	172	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	143289	144278	-					dhaQ		LP_RS00665	990		old_locus_tag=lp_0166
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	143289	144278	-	WP_003641762.1	WP_003641762.1		DhaKLM operon coactivator DhaQ	dhaQ		LP_RS00665	990	329	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	144440	145438	+					dhaK		LP_RS00670	999		old_locus_tag=lp_0168
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	144440	145438	+	WP_003641763.1	WP_003641763.1		dihydroxyacetone kinase subunit DhaK	dhaK		LP_RS00670	999	332	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	145452	146033	+					dhaL		LP_RS00675	582		old_locus_tag=lp_0169
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	145452	146033	+	WP_003641764.1	WP_003641764.1		dihydroxyacetone kinase subunit DhaL	dhaL		LP_RS00675	582	193	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	146030	146398	+					dhaM		LP_RS00680	369		old_locus_tag=lp_0170
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	146030	146398	+	WP_003641765.1	WP_003641765.1		dihydroxyacetone kinase phosphoryl donor subunit DhaM	dhaM		LP_RS00680	369	122	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	146413	147120	+							LP_RS00685	708		old_locus_tag=lp_0171
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	146413	147120	+	WP_003641766.1	WP_003641766.1		aquaporin family protein			LP_RS00685	708	235	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	147271	148290	+							LP_RS00690	1020		old_locus_tag=lp_0172
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	147271	148290	+	WP_003643677.1	WP_003643677.1		LacI family DNA-binding transcriptional regulator			LP_RS00690	1020	339	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	148314	149276	+							LP_RS00695	963		old_locus_tag=lp_0173
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	148314	149276	+	WP_003641768.1	WP_003641768.1		LacI family transcriptional regulator			LP_RS00695	963	320	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	149293	150966	+							LP_RS00700	1674		old_locus_tag=lp_0174
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	149293	150966	+	WP_003641769.1	WP_003641769.1		alpha-glucosidase			LP_RS00700	1674	557	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	151222	152475	+							LP_RS00705	1254		old_locus_tag=lp_0175
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	151222	152475	+	WP_011100909.1	WP_011100909.1		extracellular solute-binding protein			LP_RS00705	1254	417	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	152585	153874	+							LP_RS00710	1290		old_locus_tag=lp_0176
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	152585	153874	+	WP_003641771.1	WP_003641771.1		sugar ABC transporter permease			LP_RS00710	1290	429	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	153978	154763	+							LP_RS00715	786		old_locus_tag=lp_0177
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	153978	154763	+	WP_169484452.1	WP_169484452.1		sugar ABC transporter permease			LP_RS00715	786	261	
